rs1	0.0605403789535248	0.0248906413141649	0.0779645235543132	0.0206898674245018	0.0263116263463575	0.0202083342495518
rs2	-0.0106843727149484	0.0212670407469206	0.0404332676330566	0.0181317859981494	0.0241271587963637	0.0178180581283762
rs3	0.0526444638340176	0.0215316284118695	0.0370453589324749	0.0183880539760215	0.0198061170392134	0.0178612795591093
rs4	-0.0116710374720653	0.0212147552900873	0.00925476766447826	0.0182628538003006	0.00624393565909857	0.0179229116079059
rs5	0.0341127238853603	0.0214536485655607	0.032849181089122	0.0181943849967276	0.0246979699810011	0.0177405400398891
rs6	0.0294865870475369	0.0215256242104996	0.0497991305776388	0.0183657276902994	0.0167610955928187	0.017825687527753
rs7	0.0127787867853968	0.0216907020516663	0.0408894644146111	0.0179950418113715	-0.00548671261828737	0.0178638017014203
rs8	0.0597817159485651	0.0215317731171357	0.0377212930452403	0.0180869230010083	0.0399116725758832	0.0177878722595039
rs9	0.0602217046298523	0.0214012060023667	0.0532522311092296	0.0182304828271882	0.0116775751464552	0.0177591028440235
rs10	0.0356992528318231	0.0212598076195232	0.0559608820443487	0.0180994592564596	0.0320018592573238	0.0177700509428407
rs11	-0.0588665149411763	0.0252038791894609	-0.042730140972624	0.0207942087850057	0.00615946181529961	0.0204361896951348
rs12	0.0490905363055045	0.0249806971780334	0.0295893414067782	0.020919353531551	-0.0105741601263299	0.0202138589515986
rs13	-0.0355669903770637	0.0252109090539158	0.022829056003104	0.0207318837677752	-0.0296658719027503	0.0202528705369135
rs14	0.0228721531749902	0.0248067317191407	0.0123227795688915	0.0206144752054786	0.014797901631417	0.0200999176014191
rs15	0.00968262945252462	0.025360505291192	-0.000516528274295126	0.0209487800356296	-0.00224404704497819	0.0202002668103267
rs16	0.0258651087039347	0.0253482696104884	-0.0189174935525967	0.0208254635850271	0.0050457698480889	0.0204880807086726
rs17	0.0151212960569705	0.0252051486478852	0.0290808346411751	0.0207829985329475	0.0078574509021456	0.0203644778662489
